section,sku_id,name,price_rub,image_path,image_url,source_url,appetite_score_data,image_quality_score,food_styling_score,expert_diagnosis,expert_shot_plan,expert_styling_plan,expert_post_plan,expert_full_comment
furshetmenu,furshetmenu-011,Салат Оливье,1100.0,artifacts/sku-audit/images/furshetmenu/furshetmenu-011.jpg,https://363363.ru/images/olive-s-kolbasoy-620x350.jpg?crc=3763847729,https://363363.ru/furshetmenu,5.48,5.84,5.05,"Текущий кадр в целом рабочий, но потенциал роста есть в подаче и съёмочном сценарии.","Снимайте салат с угла 35–45° и добавьте крупный передний план с фактурой (зелень, соус, зерно продукта).","Добавьте свежий акцент: 2–3 ярких ингредиента сверху (зелень, семечки, тонкий соус-штрих), без перегруза.","Постобработка: слегка опустите экспозицию (-0.2..-0.4 EV). Кадрируйте так, чтобы блюдо занимало 70–80% площади превью.","Сейчас карточка выглядит аккуратно, но не вызывает мгновенного «хочу съесть». Текущий кадр в целом рабочий, но потенциал роста есть в подаче и съёмочном сценарии. Как переснять: Снимайте салат с угла 35–45° и добавьте крупный передний план с фактурой (зелень, соус, зерно продукта). Стилизация: Добавьте свежий акцент: 2–3 ярких ингредиента сверху (зелень, семечки, тонкий соус-штрих), без перегруза. Постобработка: слегка опустите экспозицию (-0.2..-0.4 EV). Кадрируйте так, чтобы блюдо занимало 70–80% площади превью."
furshetmenu,furshetmenu-012,Морское дно (слоёный),1700.0,artifacts/sku-audit/images/furshetmenu/furshetmenu-012.jpg,https://363363.ru/images/b96d43cc95c07c0c6816062a0d5d54f7-crop-u18168.jpg?crc=380263026,https://363363.ru/furshetmenu,6.22,6.92,5.36,"Текущий кадр в целом рабочий, но потенциал роста есть в подаче и съёмочном сценарии.","Для напитков снимайте не упаковку, а напиток в подаче: стакан, лед, капли конденсата, свежий ингредиент рядом.","Сцена должна быть «живая»: напиток в бокале + ингредиент + текстура поверхности, а не каталог упаковки.","Постобработка: держите естественную цветокоррекцию без агрессивных фильтров. Кадрируйте так, чтобы блюдо занимало 70–80% площади превью.","Кадр читается, однако в текущем виде блюдо проигрывает конкурентам в выдаче. Текущий кадр в целом рабочий, но потенциал роста есть в подаче и съёмочном сценарии. Как переснять: Для напитков снимайте не упаковку, а напиток в подаче: стакан, лед, капли конденсата, свежий ингредиент рядом. Стилизация: Сцена должна быть «живая»: напиток в бокале + ингредиент + текстура поверхности, а не каталог упаковки. Постобработка: держите естественную цветокоррекцию без агрессивных фильтров. Кадрируйте так, чтобы блюдо занимало 70–80% площади превью."
furshetmenu,furshetmenu-013,Гнездо глухаря (слоеный),1400.0,artifacts/sku-audit/images/furshetmenu/furshetmenu-013.jpg,https://363363.ru/images/83547291_dsc_7404-crop-u18402.jpg?crc=252380366,https://363363.ru/furshetmenu,6.94,7.6,6.13,"Текущий кадр в целом рабочий, но потенциал роста есть в подаче и съёмочном сценарии.","Соберите кадр так, чтобы главный ингредиент занимал визуальный центр и был самым резким объектом.",Держите композицию простой: один главный герой и 1–2 поддерживающих акцента.,"Постобработка: держите естественную цветокоррекцию без агрессивных фильтров. Кадрируйте так, чтобы блюдо занимало 70–80% площади превью.","Кадр читается, однако в текущем виде блюдо проигрывает конкурентам в выдаче. Текущий кадр в целом рабочий, но потенциал роста есть в подаче и съёмочном сценарии. Как переснять: Соберите кадр так, чтобы главный ингредиент занимал визуальный центр и был самым резким объектом. Стилизация: Держите композицию простой: один главный герой и 1–2 поддерживающих акцента. Постобработка: держите естественную цветокоррекцию без агрессивных фильтров. Кадрируйте так, чтобы блюдо занимало 70–80% площади превью."
furshetmenu,furshetmenu-014,Праздничный с языком,1600.0,artifacts/sku-audit/images/furshetmenu/furshetmenu-014.jpg,https://363363.ru/images/15173203-beef-tongue-salad-with-ham-eggs-vegetables-and-nuts-garnished--stock-photo.jpg?crc=294535417,https://363363.ru/furshetmenu,5.85,6.79,4.7,"Текущий кадр в целом рабочий, но потенциал роста есть в подаче и съёмочном сценарии.","Соберите кадр так, чтобы главный ингредиент занимал визуальный центр и был самым резким объектом.",Держите композицию простой: один главный герой и 1–2 поддерживающих акцента.,"Постобработка: слегка опустите экспозицию (-0.2..-0.4 EV), аккуратно усилите насыщенность тёплых оттенков (+6..+12). Кадрируйте так, чтобы блюдо занимало 70–80% площади превью.","Сейчас карточка выглядит аккуратно, но не вызывает мгновенного «хочу съесть». Текущий кадр в целом рабочий, но потенциал роста есть в подаче и съёмочном сценарии. Как переснять: Соберите кадр так, чтобы главный ингредиент занимал визуальный центр и был самым резким объектом. Стилизация: Держите композицию простой: один главный герой и 1–2 поддерживающих акцента. Постобработка: слегка опустите экспозицию (-0.2..-0.4 EV), аккуратно усилите насыщенность тёплых оттенков (+6..+12). Кадрируйте так, чтобы блюдо занимало 70–80% площади превью."
furshetmenu,furshetmenu-015,Морской каприз,1800.0,artifacts/sku-audit/images/furshetmenu/furshetmenu-015.jpg,https://363363.ru/images/73522500_krev.jpg?crc=237995202,https://363363.ru/furshetmenu,5.24,6.05,4.25,"Текущий кадр в целом рабочий, но потенциал роста есть в подаче и съёмочном сценарии.","Для напитков снимайте не упаковку, а напиток в подаче: стакан, лед, капли конденсата, свежий ингредиент рядом.","Сцена должна быть «живая»: напиток в бокале + ингредиент + текстура поверхности, а не каталог упаковки.","Постобработка: аккуратно усилите насыщенность тёплых оттенков (+6..+12). Кадрируйте так, чтобы блюдо занимало 70–80% площади превью.","Сейчас карточка выглядит аккуратно, но не вызывает мгновенного «хочу съесть». Текущий кадр в целом рабочий, но потенциал роста есть в подаче и съёмочном сценарии. Как переснять: Для напитков снимайте не упаковку, а напиток в подаче: стакан, лед, капли конденсата, свежий ингредиент рядом. Стилизация: Сцена должна быть «живая»: напиток в бокале + ингредиент + текстура поверхности, а не каталог упаковки. Постобработка: аккуратно усилите насыщенность тёплых оттенков (+6..+12). Кадрируйте так, чтобы блюдо занимало 70–80% площади превью."
furshetmenu,furshetmenu-016,Острый по-пекински,1200.0,artifacts/sku-audit/images/furshetmenu/furshetmenu-016.jpg,https://363363.ru/images/600x398_0_d6d77afcf74dab5ec32d73a1773f71e2%40800x530_0x59f91261_8047202761381418290.jpg?crc=117768003,https://363363.ru/furshetmenu,5.78,6.27,5.17,"Текущий кадр в целом рабочий, но потенциал роста есть в подаче и съёмочном сценарии.","Соберите кадр так, чтобы главный ингредиент занимал визуальный центр и был самым резким объектом.",Держите композицию простой: один главный герой и 1–2 поддерживающих акцента.,"Постобработка: держите естественную цветокоррекцию без агрессивных фильтров. Кадрируйте так, чтобы блюдо занимало 70–80% площади превью.","Кадр читается, однако в текущем виде блюдо проигрывает конкурентам в выдаче. Текущий кадр в целом рабочий, но потенциал роста есть в подаче и съёмочном сценарии. Как переснять: Соберите кадр так, чтобы главный ингредиент занимал визуальный центр и был самым резким объектом. Стилизация: Держите композицию простой: один главный герой и 1–2 поддерживающих акцента. Постобработка: держите естественную цветокоррекцию без агрессивных фильтров. Кадрируйте так, чтобы блюдо занимало 70–80% площади превью."
furshetmenu,furshetmenu-017,Салат кокетка с ананасом,1100.0,artifacts/sku-audit/images/furshetmenu/furshetmenu-017.png,https://363363.ru/images/no_product.png?crc=4237949635,https://363363.ru/furshetmenu,2.91,2.8,3.04,"Сейчас видно, что белый/пустой фон забирает слишком много внимания; цвет блюда выглядит блекло и «плоско»; низкий контраст, текстура блюда теряется; это фото дублируется в других SKU, уникальность карточки падает.","Снимайте салат с угла 35–45° и добавьте крупный передний план с фактурой (зелень, соус, зерно продукта).","Добавьте свежий акцент: 2–3 ярких ингредиента сверху (зелень, семечки, тонкий соус-штрих), без перегруза.","Постобработка: слегка опустите экспозицию (-0.2..-0.4 EV), добавьте локальный контраст на фактуре блюда, аккуратно усилите насыщенность тёплых оттенков (+6..+12). Кадрируйте так, чтобы блюдо занимало 70–80% площади превью.","Карточка рабочая, но ей не хватает фуд-акцента, который запускает добавление в корзину. Сейчас видно, что белый/пустой фон забирает слишком много внимания; цвет блюда выглядит блекло и «плоско»; низкий контраст, текстура блюда теряется; это фото дублируется в других SKU, уникальность карточки падает. Как переснять: Снимайте салат с угла 35–45° и добавьте крупный передний план с фактурой (зелень, соус, зерно продукта). Стилизация: Добавьте свежий акцент: 2–3 ярких ингредиента сверху (зелень, семечки, тонкий соус-штрих), без перегруза. Постобработка: слегка опустите экспозицию (-0.2..-0.4 EV), добавьте локальный контраст на фактуре блюда, аккуратно усилите насыщенность тёплых оттенков (+6..+12). Кадрируйте так, чтобы блюдо занимало 70–80% площади превью."
furshetmenu,furshetmenu-018,Торт Печеночный,1100.0,artifacts/sku-audit/images/furshetmenu/furshetmenu-018.jpg,https://363363.ru/images/638b10ac1b88713128203f1d350a78ea.jpg?crc=300198844,https://363363.ru/furshetmenu,6.38,6.74,5.95,"Текущий кадр в целом рабочий, но потенциал роста есть в подаче и съёмочном сценарии.","Для десертов используйте мягкий рассеянный свет и кадр с крошкой/срезом, чтобы передать текстуру крема и бисквита.","Фон спокойный, но не стерильный: дерево/текстиль в мягком боке усиливает ощущение «домашнего вкуса».","Постобработка: держите естественную цветокоррекцию без агрессивных фильтров. Кадрируйте так, чтобы блюдо занимало 70–80% площади превью.","Фото информативное, но по аппетитности оно не дотягивает до продающего уровня. Текущий кадр в целом рабочий, но потенциал роста есть в подаче и съёмочном сценарии. Как переснять: Для десертов используйте мягкий рассеянный свет и кадр с крошкой/срезом, чтобы передать текстуру крема и бисквита. Стилизация: Фон спокойный, но не стерильный: дерево/текстиль в мягком боке усиливает ощущение «домашнего вкуса». Постобработка: держите естественную цветокоррекцию без агрессивных фильтров. Кадрируйте так, чтобы блюдо занимало 70–80% площади превью."
furshetmenu,furshetmenu-019,Селедочка с луком,1050.0,artifacts/sku-audit/images/furshetmenu/furshetmenu-019.jpg,https://363363.ru/images/111-07.jpg?crc=435264988,https://363363.ru/furshetmenu,4.9,5.22,4.52,"Текущий кадр в целом рабочий, но потенциал роста есть в подаче и съёмочном сценарии.","Соберите кадр так, чтобы главный ингредиент занимал визуальный центр и был самым резким объектом.",Держите композицию простой: один главный герой и 1–2 поддерживающих акцента.,"Постобработка: аккуратно усилите насыщенность тёплых оттенков (+6..+12). Кадрируйте так, чтобы блюдо занимало 70–80% площади превью.","Визуал понятный, но эмоция вкуса сейчас передана слабо. Текущий кадр в целом рабочий, но потенциал роста есть в подаче и съёмочном сценарии. Как переснять: Соберите кадр так, чтобы главный ингредиент занимал визуальный центр и был самым резким объектом. Стилизация: Держите композицию простой: один главный герой и 1–2 поддерживающих акцента. Постобработка: аккуратно усилите насыщенность тёплых оттенков (+6..+12). Кадрируйте так, чтобы блюдо занимало 70–80% площади превью."
furshetmenu,furshetmenu-020,Салат мужской каприз,1800.0,artifacts/sku-audit/images/furshetmenu/furshetmenu-020.png,https://363363.ru/images/no_product.png?crc=4237949635,https://363363.ru/furshetmenu,2.91,2.8,3.04,"Сейчас видно, что белый/пустой фон забирает слишком много внимания; цвет блюда выглядит блекло и «плоско»; низкий контраст, текстура блюда теряется; это фото дублируется в других SKU, уникальность карточки падает.","Снимайте салат с угла 35–45° и добавьте крупный передний план с фактурой (зелень, соус, зерно продукта).","Добавьте свежий акцент: 2–3 ярких ингредиента сверху (зелень, семечки, тонкий соус-штрих), без перегруза.","Постобработка: слегка опустите экспозицию (-0.2..-0.4 EV), добавьте локальный контраст на фактуре блюда, аккуратно усилите насыщенность тёплых оттенков (+6..+12). Кадрируйте так, чтобы блюдо занимало 70–80% площади превью.","Визуал понятный, но эмоция вкуса сейчас передана слабо. Сейчас видно, что белый/пустой фон забирает слишком много внимания; цвет блюда выглядит блекло и «плоско»; низкий контраст, текстура блюда теряется; это фото дублируется в других SKU, уникальность карточки падает. Как переснять: Снимайте салат с угла 35–45° и добавьте крупный передний план с фактурой (зелень, соус, зерно продукта). Стилизация: Добавьте свежий акцент: 2–3 ярких ингредиента сверху (зелень, семечки, тонкий соус-штрих), без перегруза. Постобработка: слегка опустите экспозицию (-0.2..-0.4 EV), добавьте локальный контраст на фактуре блюда, аккуратно усилите насыщенность тёплых оттенков (+6..+12). Кадрируйте так, чтобы блюдо занимало 70–80% площади превью."
furshetmenu,furshetmenu-021,Салат по сицилийски,1450.0,artifacts/sku-audit/images/furshetmenu/furshetmenu-021.jpg,https://363363.ru/images/%d0%b8%d0%b7%d0%be%d0%b1%d1%80%d0%b0%d0%b6%d0%b5%d0%bd%d0%b8%d0%b5%20whatsapp%202024-01-23%20%d0%b2%20151142_f8ea92cb-crop-u80572.jpg?crc=4231917769,https://363363.ru/furshetmenu,6.91,7.21,6.55,"Текущий кадр в целом рабочий, но потенциал роста есть в подаче и съёмочном сценарии.","Снимайте салат с угла 35–45° и добавьте крупный передний план с фактурой (зелень, соус, зерно продукта).","Добавьте свежий акцент: 2–3 ярких ингредиента сверху (зелень, семечки, тонкий соус-штрих), без перегруза.","Постобработка: держите естественную цветокоррекцию без агрессивных фильтров. Кадрируйте так, чтобы блюдо занимало 70–80% площади превью.","Визуал понятный, но эмоция вкуса сейчас передана слабо. Текущий кадр в целом рабочий, но потенциал роста есть в подаче и съёмочном сценарии. Как переснять: Снимайте салат с угла 35–45° и добавьте крупный передний план с фактурой (зелень, соус, зерно продукта). Стилизация: Добавьте свежий акцент: 2–3 ярких ингредиента сверху (зелень, семечки, тонкий соус-штрих), без перегруза. Постобработка: держите естественную цветокоррекцию без агрессивных фильтров. Кадрируйте так, чтобы блюдо занимало 70–80% площади превью."
furshetmenu,furshetmenu-022,Салат норвежский,1700.0,artifacts/sku-audit/images/furshetmenu/furshetmenu-022.jpg,https://363363.ru/images/%d0%b8%d0%b7%d0%be%d0%b1%d1%80%d0%b0%d0%b6%d0%b5%d0%bd%d0%b8%d0%b5%20whatsapp%202024-01-23%20%d0%b2%20151142_840e4d5b-crop-u80624.jpg?crc=339684661,https://363363.ru/furshetmenu,6.95,5.64,8.56,"Сейчас видно, что цвет перенасыщен, картинка кажется неестественной.","Снимайте салат с угла 35–45° и добавьте крупный передний план с фактурой (зелень, соус, зерно продукта).","Добавьте свежий акцент: 2–3 ярких ингредиента сверху (зелень, семечки, тонкий соус-штрих), без перегруза.","Постобработка: держите естественную цветокоррекцию без агрессивных фильтров. Кадрируйте так, чтобы блюдо занимало 70–80% площади превью.","Кадр читается, однако в текущем виде блюдо проигрывает конкурентам в выдаче. Сейчас видно, что цвет перенасыщен, картинка кажется неестественной. Как переснять: Снимайте салат с угла 35–45° и добавьте крупный передний план с фактурой (зелень, соус, зерно продукта). Стилизация: Добавьте свежий акцент: 2–3 ярких ингредиента сверху (зелень, семечки, тонкий соус-штрих), без перегруза. Постобработка: держите естественную цветокоррекцию без агрессивных фильтров. Кадрируйте так, чтобы блюдо занимало 70–80% площади превью."
